"column-1","column-1 2","column-2 href","rankimg src","column-3","column-4","column-5"
"1","(+18)","https://trees.gamemeca.com/lostark","https://trees.gamemeca.com/data/monthlyrank/pc/lostark.png","로스트아크","스마일게이트 STOVE","MMORPG"
"2","(-1)","https://trees.gamemeca.com/maplestory","https://trees.gamemeca.com/data/monthlyrank/pc/maplestory.png","메이플스토리","NEXON COMPANY","롤플레잉"
"3","(new)","https://trees.gamemeca.com/destinyguardians","https://trees.gamemeca.com/data/monthlyrank/pc/destinyguardians.png","데스티니 가디언즈","블리자드","FPS"
"4","(-2)","https://trees.gamemeca.com/fifaonline4","https://trees.gamemeca.com/data/monthlyrank/pc/fifaonline4.png","피파온라인4","NEXON Company","스포츠"
"5","(-2)","https://trees.gamemeca.com/leagueoflegends","https://trees.gamemeca.com/data/monthlyrank/pc/leagueoflegends.png","리그 오브 레전드","라이엇 게임즈","AOS"
"6","(-)","https://trees.gamemeca.com/playoverwatch","https://trees.gamemeca.com/data/monthlyrank/pc/playoverwatch.png","오버워치","블리자드","FPS"
"7","(-3)","https://trees.gamemeca.com/battleground","https://trees.gamemeca.com/data/monthlyrank/pc/battleground.png","배틀그라운드","KAKAO GAMES CORP., PUBG","FPS"
"8","(-3)","https://trees.gamemeca.com/suddenattack","https://trees.gamemeca.com/data/monthlyrank/pc/suddenattack.png","서든어택","넥슨 코리아","FPS"
"9","(+2)","https://trees.gamemeca.com/kartrider","https://trees.gamemeca.com/data/monthlyrank/pc/kartrider.png","카트라이더","넥슨 코리아","자동차경주"
"10","(-2)","https://trees.gamemeca.com/talesrunner","https://trees.gamemeca.com/data/monthlyrank/pc/talesrunner.png","테일즈런너","스마일게이트 메가포트","캐주얼게임"
"11","(-1)","https://trees.gamemeca.com/lineageon","https://trees.gamemeca.com/data/monthlyrank/pc/lineageon.png","리니지","엔씨소프트","롤플레잉"
"12","(-5)","https://trees.gamemeca.com/minecraft","https://trees.gamemeca.com/data/monthlyrank/pc/minecraft.png","마인크래프트","모장","어드벤처"
"13","(-4)","https://trees.gamemeca.com/black_desert","https://trees.gamemeca.com/data/monthlyrank/pc/black_desert.png","검은사막","카카오게임즈","롤플레잉"
"14","(+1)","https://trees.gamemeca.com/cyphers","https://trees.gamemeca.com/data/monthlyrank/pc/cyphers.png","사이퍼즈","넥슨 코리아","액션"
"15","(-1)","https://trees.gamemeca.com/df","https://trees.gamemeca.com/data/monthlyrank/pc/df.png","던전앤파이터","넥슨 코리아","액션"
"16","(-)","https://trees.gamemeca.com/baram","https://trees.gamemeca.com/data/monthlyrank/pc/baram.png","바람의나라","넥슨 코리아","롤플레잉"
"17","(-)","https://trees.gamemeca.com/aion","https://trees.gamemeca.com/data/monthlyrank/pc/aion.png","아이온: 영원의 탑","엔씨소프트","롤플레잉"
"18","(new)","https://trees.gamemeca.com/fifa19","https://trees.gamemeca.com/data/monthlyrank/pc/fifa19.png","피파19","Electronic Arts Inc.","스포츠"
"19","(+1)","https://trees.gamemeca.com/mabinogi","https://trees.gamemeca.com/data/monthlyrank/pc/mabinogi.png","마비노기","넥슨 코리아","롤플레잉"
"20","(+9)","https://trees.gamemeca.com/gersang","https://trees.gamemeca.com/data/monthlyrank/pc/gersang.png","천하제일상 거상","AK Interactive","롤플레잉"
"21","(-9)","https://trees.gamemeca.com/monster_hunter_world","https://trees.gamemeca.com/data/monthlyrank/pc/monster_hunter_world.png","몬스터헌터 월드","CAPCOM Co., Ltd.","액션"
"22","(+2)","https://trees.gamemeca.com/bns","https://trees.gamemeca.com/data/monthlyrank/pc/bns.png","블레이드앤소울","엔씨소프트","롤플레잉"
"23","(-10)","https://trees.gamemeca.com/fortnite","https://trees.gamemeca.com/data/monthlyrank/pc/fortnite.png","포트나이트","네오위즈","서바이벌"
"24","(new)","https://trees.gamemeca.com/portfolio-item/gamerank201809/#!","https://trees.gamemeca.com/data/monthlyrank/pc/ascendant_one.png","어센던트 원","넥슨 코리아","MOBA"
"25","(+1)","https://trees.gamemeca.com/starcraft_bw","https://trees.gamemeca.com/data/monthlyrank/pc/starcraft_bw.png","스타크래프트: 브루드 워","블리자드 엔터테인먼트","RTS"
"26","(-3)","https://trees.gamemeca.com/elsword","https://trees.gamemeca.com/data/monthlyrank/pc/elsword.png","엘소드","넥슨 코리아","롤플레잉"
"27","(new)","https://trees.gamemeca.com/diablo3","https://trees.gamemeca.com/data/monthlyrank/pc/diablo3.png","디아블로3","블리자드","롤플레잉"
"28","(-1)","https://trees.gamemeca.com/cabnb","https://trees.gamemeca.com/data/monthlyrank/pc/cabnb.png","크레이지 아케이드 비엔비","넥슨 코리아","캐주얼 게임"
"29","(-7)","https://trees.gamemeca.com/bf","https://trees.gamemeca.com/data/monthlyrank/pc/bf.png","버블파이터","로두마니 스튜디오","캐주얼 게임"
"30","(-2)","https://trees.gamemeca.com/lineageonii","https://trees.gamemeca.com/data/monthlyrank/pc/lineageonii.png","리니지2","엔씨소프트","롤플레잉"
