"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","언디셈버","https://trees.gamemeca.com/undecember","LINE Games","롤플레잉"
"2","(-)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"3","(-)","리니지W","https://trees.gamemeca.com/lineagew","NCSOFT","롤플레잉"
"4","(-)","오딘: 발할라 라이징","https://trees.gamemeca.com/odin","KAKAO GAMES CORP.","롤플레잉"
"5","(+2)","트라하 인피니티","https://trees.gamemeca.com/trahainfinity","MOAI GAMES Corporation.","롤플레잉"
"6","(-1)","원신","https://trees.gamemeca.com/genshin","miHoYo Limited","어드벤처"
"7","(+1)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"8","(+1)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"9","(-3)","쿠키런: 킹덤","https://trees.gamemeca.com/cookierunkingdom","Devsisters Corporation","롤플레잉"
"10","(-)","바람의나라 연","https://trees.gamemeca.com/baram_m","NEXON Company","롤플레잉"
"11","(-)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"12","(-)","제2의 나라","https://trees.gamemeca.com/2worlds","Netmarble","롤플레잉"
"13","(-)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"14","(-)","냥코 대전쟁","https://trees.gamemeca.com/battlecatskr","PONOS Corporation","캐주얼 게임"
"15","(+2)","블루 아카이브","https://trees.gamemeca.com/bluearchive","NEXON Company","롤플레잉"
"16","(-)","피파 모바일","https://trees.gamemeca.com/fmk","NEXON Company","스포츠"
"17","(+2)","세븐나이츠2","https://trees.gamemeca.com/sevenknights2","Netmarble","롤플레잉"
"18","(-3)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"19","(+3)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"20","(-2)","카트라이더 러쉬플러스","https://trees.gamemeca.com/nexonkart","NEXON Company","자동차 경주"
"21","(-1)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"22","(-1)","히어로즈 테일즈","https://trees.gamemeca.com/heroestales","37 MOBILE GAMES","롤플레잉"
"23","(+1)","삼국지 전략판","https://trees.gamemeca.com/sgzzlb","Qookka Games","전략"
"24","(+3)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"25","(+3)","그랑사가","https://trees.gamemeca.com/gransaga","NPIXEL","롤플레잉"
"26","(-3)","솔라 리바이벌","https://trees.gamemeca.com/panilla","Ujoy Games","롤플레잉"
"27","(+2)","카운터사이드","https://trees.gamemeca.com/counterside","NEXON Company","롤플레잉"
"28","(-3)","킹덤 : 전쟁의 불씨","https://trees.gamemeca.com/projectf","파우게임즈","롤플레잉"
"29","(+1)","미르4","https://trees.gamemeca.com/mir4","Wemade Co., Ltd","롤플레잉"
"30","(+4)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"31","(NEW)","테일드 데몬 슬레이어","https://trees.gamemeca.com/taileddemonslayer","CookApps","롤플레잉"
"32","(-6)","이스6 온라인","https://trees.gamemeca.com/ys6online","HaoPlay Limited","롤플레잉"
"33","(-2)","Football Manager 2022 Mobile","","SEGA","스포츠"
"34","(-2)","블레이드&소울2","https://trees.gamemeca.com/bns219","NCSOFT","롤플레잉"
"35","(+2)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"36","(-)","모두의마블","https://trees.gamemeca.com/modoomarblekakao","Netmarble","보드"
"37","(-2)","리그 오브 레전드: 와일드 리프트","https://trees.gamemeca.com/wildrift","Riot Games, Inc","전략"
"38","(+2)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"39","(NEW)","2X","https://trees.gamemeca.com/sgdts","JOYGAME KOREA","롤플레잉"
"40","(NEW)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
