"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","세븐나이츠2","https://trees.gamemeca.com/sevenknights2","Netmarble","롤플레잉"
"2","(-)","바람의나라 연","https://trees.gamemeca.com/baram_m","NEXON Company","롤플레잉"
"3","(-)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"4","(NEW)","미르4","https://trees.gamemeca.com/mir4","Wemade Co., Ltd","롤플레잉"
"5","(-)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"6","(+2)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"7","(-1)","원신","https://trees.gamemeca.com/genshin","miHoYo Limited","어드벤처"
"8","(+1)","마술양품점","https://trees.gamemeca.com/magicshop","Smilegate Megaport","캐주얼 게임"
"9","(-2)","V4","https://trees.gamemeca.com/v4kr","NEXON Company","롤플레잉"
"10","(-)","카트라이더 러쉬플러스","https://trees.gamemeca.com/nexonkart","NEXON Company","자동차 경주"
"11","(-7)","리그 오브 레전드: 와일드 리프트","https://trees.gamemeca.com/wildrift","Riot Games, Inc","전략"
"12","(-1)","삼국지난무","https://trees.gamemeca.com/ranbu","HanbitSoft Inc","롤플레잉"
"13","(+8)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"14","(-)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"15","(-2)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"16","(-4)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"17","(-2)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"18","(-1)","슬램덩크","https://trees.gamemeca.com/slamdunkmobile","DeNA HONG KONG LIMITED","스포츠"
"19","(-3)","그랑삼국","https://trees.gamemeca.com/snsgz2","YOUZU(SINGAPORE)PTE.LTD.","롤플레잉"
"20","(+3)","피파 모바일","https://trees.gamemeca.com/fmk","NEXON Company","스포츠"
"21","(-2)","AFK 아레나","https://trees.gamemeca.com/hgame_gp","Lilith Games","롤플레잉"
"22","(+3)","세븐나이츠","https://trees.gamemeca.com/sknights","Netmarble","롤플레잉"
"23","(-3)","가디언 테일즈","https://trees.gamemeca.com/guardiantales","Kakao Games Corp.","롤플레잉"
"24","(+10)","일루전 커넥트","https://trees.gamemeca.com/illusionc","ChangYou","롤플레잉"
"25","(+8)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"26","(-2)","마구마구 2020","https://trees.gamemeca.com/ma9bkr","Netmarble","스포츠"
"27","(-9)","S.O.S : 스테이트 오브 서바이벌","https://trees.gamemeca.com/stateofsurvival","KingsGroup Holdings","전략"
"28","(-6)","라그나로크 오리진","https://trees.gamemeca.com/ragnarokorigin","GRAVITY Co., Ltd.","롤플레잉"
"29","(-3)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"30","(-3)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"31","(+1)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
"32","(-1)","R2M","https://trees.gamemeca.com/r2m","Webzen Inc.","롤플레잉"
"33","(-3)","달빛조각사","https://trees.gamemeca.com/moonlight","Kakao Games Corp.","롤플레잉"
"34","(-6)","A3: 스틸얼라이브","https://trees.gamemeca.com/a3","Netmarble","롤플레잉"
"35","(-6)","에픽세븐","https://trees.gamemeca.com/epic7","Smilegate Megaport","롤플레잉"
"36","(-1)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"37","(-1)","리니지2 레볼루션","https://trees.gamemeca.com/lineageii","Netmarble","롤플레잉"
"38","(-)","제5인격","https://trees.gamemeca.com/id5","X.D. Global","어드벤처"
"39","(-)","라스트오리진","https://trees.gamemeca.com/lastorigin","smart joy","롤플레잉"
"40","(-)","아이러브니키","https://trees.gamemeca.com/nikki","Kakao Games Corp.","시뮬레이션"
