"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","쿠키런: 킹덤","https://trees.gamemeca.com/cookierunkingdom","Devsisters Corporation","롤플레잉"
"2","(-)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"3","(-)","그랑사가","https://trees.gamemeca.com/gransaga","NPIXEL","롤플레잉"
"4","(+4)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"5","(-)","바람의나라 연","https://trees.gamemeca.com/baram_m","NEXON Company","롤플레잉"
"6","(-2)","세븐나이츠2","https://trees.gamemeca.com/sevenknights2","Netmarble","롤플레잉"
"7","(-1)","원신","https://trees.gamemeca.com/genshin","miHoYo Limited","어드벤처"
"8","(-1)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"9","(-)","삼국지 전략판","https://trees.gamemeca.com/sgzzlb","Qookka Games","전략"
"10","(+3)","이카루스 이터널","https://trees.gamemeca.com/icaruseternal","LINE Games","롤플레잉"
"11","(-1)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"12","(-1)","미르4","https://trees.gamemeca.com/mir4","Wemade Co., Ltd","롤플레잉"
"13","(-1)","V4","https://trees.gamemeca.com/v4kr","NEXON Company","롤플레잉"
"14","(NEW)","원펀맨: 최강의 남자","https://trees.gamemeca.com/0","GAMENOW TECHNOLOGY","롤플레잉"
"15","(+1)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"16","(-2)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"17","(NEW)","DK모바일","https://trees.gamemeca.com/0","NTRANCE Corp","롤플레잉"
"18","(-3)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"19","(-2)","카트라이더 러쉬플러스","https://trees.gamemeca.com/nexonkart","NEXON Company","자동차 경주"
"20","(-)","아르카나 택틱스","https://trees.gamemeca.com/arcanatactics","GAMEVIL","롤플레잉"
"21","(+2)","A3: 스틸얼라이브","https://trees.gamemeca.com/a3","Netmarble","롤플레잉"
"22","(-4)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"23","(-4)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"24","(-3)","피파 모바일","https://trees.gamemeca.com/fmk","NEXON Company","스포츠"
"25","(-3)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"26","(-2)","슬램덩크","https://trees.gamemeca.com/slamdunkmobile","DeNA HONG KONG LIMITED","스포츠"
"27","(-2)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"28","(+3)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
"29","(-3)","AFK 아레나","https://trees.gamemeca.com/hgame_gp","Lilith Games","롤플레잉"
"30","(-2)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"31","(+1)","R2M","https://trees.gamemeca.com/r2m","Webzen Inc.","롤플레잉"
"32","(-3)","리그 오브 레전드: 와일드 리프트","https://trees.gamemeca.com/wildrift","Riot Games, Inc","전략"
"33","(-)","리니지2 레볼루션","https://trees.gamemeca.com/lineageii","Netmarble","롤플레잉"
"34","(-4)","라스트오리진","https://trees.gamemeca.com/lastorigin","smart joy","롤플레잉"
"35","(-)","라그나로크 오리진","https://trees.gamemeca.com/ragnarokorigin","GRAVITY Co., Ltd.","롤플레잉"
"36","(+1)","세븐나이츠","https://trees.gamemeca.com/sknights","Netmarble","롤플레잉"
"37","(-10)","카운터사이드","https://trees.gamemeca.com/counterside","NEXON Company","롤플레잉"
"38","(-2)","제5인격","https://trees.gamemeca.com/id5","X.D. Global","어드벤처"
"39","(NEW)","라그나로크: 라비린스","https://trees.gamemeca.com/gtlor","GRAVITY Co., Ltd.","롤플레잉"
"40","(-2)","앨리스클로젯","https://trees.gamemeca.com/alicecloset","Kakao Games Corp.","시뮬레이션"
