"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","쿠키런: 킹덤","https://trees.gamemeca.com/cookierunkingdom","Devsisters Corporation","롤플레잉"
"2","(-)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"3","(-)","세븐나이츠2","https://trees.gamemeca.com/sevenknights2","Netmarble","롤플레잉"
"4","(-)","데카론M","https://trees.gamemeca.com/dekaronm","THUMBAGE","롤플레잉"
"5","(+1)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"6","(-1)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"7","(-)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"8","(-)","원신","https://trees.gamemeca.com/genshin","miHoYo Limited","어드벤처"
"9","(-)","바람의나라 연","https://trees.gamemeca.com/baram_m","NEXON Company","롤플레잉"
"10","(+1)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"11","(-1)","서머너즈 워: 백년전쟁","https://trees.gamemeca.com/lostcenturia","Com2uS","전략"
"12","(-)","그랑사가","https://trees.gamemeca.com/gransaga","NPIXEL","롤플레잉"
"13","(-)","삼국지 전략판","https://trees.gamemeca.com/sgzzlb","Qookka Games","전략"
"14","(+4)","카트라이더 러쉬플러스","https://trees.gamemeca.com/nexonkart","NEXON Company","자동차 경주"
"15","(+2)","미르4","https://trees.gamemeca.com/mir4","Wemade Co., Ltd","롤플레잉"
"16","(+3)","V4","https://trees.gamemeca.com/v4kr","NEXON Company","롤플레잉"
"17","(-2)","프로야구 H3","https://trees.gamemeca.com/baseball-h3","NCSOFT","스포츠"
"18","(-4)","피파 모바일","https://trees.gamemeca.com/fmk","NEXON Company","스포츠"
"19","(+4)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"20","(-4)","동물의 숲 포켓 캠프","https://trees.gamemeca.com/zaca","Nintendo Co., Ltd.","시뮬레이션"
"21","(-)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"22","(+2)","파이널삼국지2","https://trees.gamemeca.com/ft2","Gamepub","롤플레잉"
"23","(-3)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"24","(-2)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"25","(NEW)","킹덤 : 전쟁의 불씨","https://trees.gamemeca.com/projectf","파우게임즈","롤플레잉"
"26","(-)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"27","(-)","슬램덩크","https://trees.gamemeca.com/slamdunkmobile","DeNA HONG KONG LIMITED","스포츠"
"28","(+1)","AFK 아레나","https://trees.gamemeca.com/hgame_gp","Lilith Games","롤플레잉"
"29","(+3)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
"30","(+1)","블레이드&소울 레볼루션","https://trees.gamemeca.com/bnsmkr","Netmarble","롤플레잉"
"31","(+2)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"32","(+8)","가디언 테일즈","https://trees.gamemeca.com/guardiantales","Kakao Games Corp.","롤플레잉"
"33","(-3)","R2M","https://trees.gamemeca.com/r2m","Webzen Inc.","롤플레잉"
"34","(-)","서머너즈 워: 천공의 아레나","https://trees.gamemeca.com/0","Com2uS","롤플레잉"
"35","(-)","카운터사이드","https://trees.gamemeca.com/counterside","NEXON Company","롤플레잉"
"36","(NEW)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"37","(NEW)","제5인격","https://trees.gamemeca.com/id5","X.D. Global","어드벤처"
"38","(-13)","DK모바일","https://trees.gamemeca.com/0","NTRANCE Corp","롤플레잉"
"39","(-)","세븐나이츠","https://trees.gamemeca.com/sknights","Netmarble","롤플레잉"
"40","(NEW)","리그 오브 레전드: 와일드 리프트","https://trees.gamemeca.com/wildrift","Riot Games, Inc","전략"
