"column-1","column-1 2","column-2 href","rankimg src","column-3","column-4","column-5"
"1","(NEW)","https://trees.gamemeca.com/a3","https://trees.gamemeca.com/data/monthlyrank/mobile/a3.png","A3: 스틸얼라이브","Netmarble","롤플레잉"
"2","(+1)","https://trees.gamemeca.com/terahero","https://trees.gamemeca.com/data/monthlyrank/mobile/terahero.png","테라 히어로","Red Sahara Studio Inc.","롤플레잉"
"3","(-2)","https://trees.gamemeca.com/lineage2m19","https://trees.gamemeca.com/data/monthlyrank/mobile/lineage2m19.png","리니지2M","NCSOFT Corporation","롤플레잉"
"4","(+1)","https://trees.gamemeca.com/hgame_gp","https://trees.gamemeca.com/data/monthlyrank/mobile/hgame_gp.png","AFK 아레나","Lilith Games","롤플레잉"
"5","(+1)","https://trees.gamemeca.com/roblox","https://trees.gamemeca.com/data/monthlyrank/mobile/roblox.png","ROBLOX","Roblox Corporation","어드벤처"
"6","(-4)","https://trees.gamemeca.com/lineagem19","https://trees.gamemeca.com/data/monthlyrank/mobile/lineagem19.png","리니지M","NCSOFT Corporation","롤플레잉"
"7","(+1)","https://trees.gamemeca.com/chaosmobile","https://trees.gamemeca.com/data/monthlyrank/mobile/chaosmobile.png","카오스모바일","(주)엑스엔게임즈","롤플레잉"
"8","(-1)","https://trees.gamemeca.com/brawlstars","https://trees.gamemeca.com/data/monthlyrank/mobile/brawlstars.png","브롤스타즈","Supercell","액션"
"9","(+1)","https://trees.gamemeca.com/smdlkr","https://trees.gamemeca.com/data/monthlyrank/mobile/smdlkr.png","R5","YOOZOO GAMES KOREA CO.,LTD.","롤플레잉"
"10","(-6)","https://trees.gamemeca.com/v4kr","https://trees.gamemeca.com/data/monthlyrank/mobile/v4kr.png","V4","NEXON Company","롤플레잉"
"11","(-2)","https://trees.gamemeca.com/counterside","https://trees.gamemeca.com/data/monthlyrank/mobile/counterside.png","카운터사이드","NEXON Company","롤플레잉"
"12","(-1)","https://trees.gamemeca.com/blackdesertm","https://trees.gamemeca.com/data/monthlyrank/mobile/blackdesertm.png","검은사막 모바일","PEARL ABYSS","롤플레잉"
"13","(-1)","https://trees.gamemeca.com/moonlight","https://trees.gamemeca.com/data/monthlyrank/mobile/moonlight.png","달빛조각사","Kakao Games Corp.","롤플레잉"
"14","(-)","https://trees.gamemeca.com/aooni","https://trees.gamemeca.com/data/monthlyrank/mobile/aooni.png","좀비고등학교","AWESOMEPIECE","아케이드"
"15","(-)","https://trees.gamemeca.com/rok","https://trees.gamemeca.com/data/monthlyrank/mobile/rok.png","라이즈 오브 킹덤즈","Lilith Games","전략"
"16","(+1)","https://trees.gamemeca.com/maplem","https://trees.gamemeca.com/data/monthlyrank/mobile/maplem.png","메이플스토리M","NEXON Company","롤플레잉"
"17","(-1)","https://trees.gamemeca.com/arknights","https://trees.gamemeca.com/data/monthlyrank/mobile/arknights.png","명일방주","Yostar Limited.","전략"
"18","(+2)","https://trees.gamemeca.com/battlem","https://trees.gamemeca.com/data/monthlyrank/mobile/battlem.png","배틀그라운드 모바일","PUBG CORPORATION","액션"
"19","(-)","https://trees.gamemeca.com/pokemongo","https://trees.gamemeca.com/data/monthlyrank/mobile/pokemongo.png","포켓몬고","Niantic, Inc.","어드벤처"
"20","(+1)","https://trees.gamemeca.com/sevenguilty","https://trees.gamemeca.com/data/monthlyrank/mobile/sevenguilty.png","일곱개의 대죄: 그랜드 크로스","Netmarble","롤플레잉"
"21","(+1)","https://trees.gamemeca.com/royaldice","https://trees.gamemeca.com/data/monthlyrank/mobile/royaldice.png","랜덤 다이스","royaldice","전략"
"22","(+1)","https://trees.gamemeca.com/bnsmkr","https://trees.gamemeca.com/data/monthlyrank/mobile/bnsmkr.png","블레이드&소울 레볼루션","Netmarble","롤플레잉"
"23","(+1)","https://trees.gamemeca.com/lineageii","https://trees.gamemeca.com/data/monthlyrank/mobile/lineageii.png","리니지2 레볼루션","Netmarble","롤플레잉"
"24","(-11)","https://trees.gamemeca.com/kbo3","https://trees.gamemeca.com/data/monthlyrank/mobile/kbo3.png","이사만루3","GONGGAMES Corp.","스포츠"
"25","(+1)","https://trees.gamemeca.com/lastorigin","https://trees.gamemeca.com/data/monthlyrank/mobile/lastorigin.png","라스트오리진","smart joy","롤플레잉"
"26","(-1)","https://trees.gamemeca.com/clashroyale","https://trees.gamemeca.com/data/monthlyrank/mobile/clashroyale.png","클래시 로얄","Supercell","전략"
"27","(-)","https://trees.gamemeca.com/exos","https://trees.gamemeca.com/data/monthlyrank/mobile/exos.png","엑소스 히어로즈","LINE Games","롤플레잉"
"28","(+2)","https://trees.gamemeca.com/sknights","https://trees.gamemeca.com/data/monthlyrank/mobile/sknights.png","세븐나이츠 for kakao","Netmarble","롤플레잉"
"29","(-)","https://trees.gamemeca.com/id5","https://trees.gamemeca.com/data/monthlyrank/mobile/id5.png","제5인격","X.D. Global","어드벤처"
"30","(-2)","https://trees.gamemeca.com/modoomarblekakao","https://trees.gamemeca.com/data/monthlyrank/mobile/modoomarblekakao.png","모두의마블 for kakao","Netmarble","보드"
"31","(-)","https://trees.gamemeca.com/langrisser","https://trees.gamemeca.com/data/monthlyrank/mobile/langrisser.png","랑그릿사","ZlongGames","전략"
"32","(-)","https://trees.gamemeca.com/bh3korea","https://trees.gamemeca.com/data/monthlyrank/mobile/bh3korea.png","붕괴3rd","miHoYo Limited","액션"
"33","(-)","https://trees.gamemeca.com/clashofclans","https://trees.gamemeca.com/data/monthlyrank/mobile/clashofclans.png","클래시 오브 클랜","Supercell","전략"
"34","(-)","https://trees.gamemeca.com/gb","https://trees.gamemeca.com/data/monthlyrank/mobile/gb.png","쿠키런: 오븐브레이크","Devsisters Corporation","아케이드"
"35","(-)","https://trees.gamemeca.com/battlecatskr","https://trees.gamemeca.com/data/monthlyrank/mobile/battlecatskr.png","냥코 대전쟁","PONOS Corporation","캐주얼 게임"
"36","(NEW)","https://trees.gamemeca.com/goldenkr","https://trees.gamemeca.com/data/monthlyrank/mobile/goldenkr.png","리치리치","U.LU Games","시뮬레이션"
"37","(NEW)","https://trees.gamemeca.com/fgok","https://trees.gamemeca.com/data/monthlyrank/mobile/fgok.png","페이트 그랜드 오더","Netmarble","롤플레잉"
"38","(+1)","https://trees.gamemeca.com/onepiecetresurecruisekr","https://trees.gamemeca.com/data/monthlyrank/mobile/onepiecetresurecruisekr.png","원피스 트레저 크루즈","BANDAI NAMCO Entertainment Inc.","롤플레잉"
"39","(-3)","https://trees.gamemeca.com/lifeafter","https://trees.gamemeca.com/data/monthlyrank/mobile/lifeafter.png","라이프애프터","X.D. Global","어드벤처"
"40","(-3)","https://trees.gamemeca.com/epic7","https://trees.gamemeca.com/data/monthlyrank/mobile/epic7.png","에픽세븐","Smilegate Megaport","롤플레잉"
