"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","플레이어언노운스 배틀그라운드","https://trees.gamemeca.com/battleground","PUBG Corporation","서바이벌 슈팅"
"2","(-)","어몽 어스","https://trees.gamemeca.com/Among_Us","Innersloth","전략"
"3","(-)","이터널 리턴","","Nimble Neuron","전략 기반 서바이벌"
"4","(-)","몬스터헌터 스토리즈 2 파멸의 날개","","CAPCOM Co., Ltd.","롤플레잉"
"5","(-)","스타듀밸리","https://trees.gamemeca.com/stardew_valley","ConcernedApe","전원생활 시뮬레이션"
"6","(-)","GTA 5","https://trees.gamemeca.com/grand_theft_auto_v","Rockstar Games","오픈월드 범죄 액션"
"7","(+15)","블레스 언리쉬드","","NEOWIZ","MMORPG"
"8","(-1)","잇 테이크 투","","Electronic Arts","액션"
"9","(-1)","폴가이즈","","Devolver Digital","어드벤처"
"10","(-1)","어 댄스 오브 파이어 앤 아이스","","7th Beat Games","음악"
"11","(-)","레드 데드 리뎀션 2","https://trees.gamemeca.com/reddeadredemption2","Rockstar Games","액션"
"12","(-2)","더 심즈 4","https://trees.gamemeca.com/The_Sims_4","Electronic Arts","시뮬레이션"
"13","(-)","배틀필드 2042","","Electronic Arts","액션"
"14","(+1)","데드 바이 데이라이트","https://trees.gamemeca.com/dead_by_daylight","Behaviour Digital Inc.","액션"
"15","(+1)","풋볼 매니저 2021","","SEGA","시뮬레이션"
"16","(-4)","철권 7","https://trees.gamemeca.com/tekken_7","BANDAI NAMCO Entertainment","액션"
"17","(-3)","하데스","","Supergiant Games","액션"
"18","(+8)","트라이브스 오브 미드가르드","","Gearbox Publishing","액션"
"19","(-2)","피파 21","","Electronic Arts","스포츠"
"20","(-1)","휴먼: 폴 플랫","https://trees.gamemeca.com/human_fall_flat","Curve Digital","퍼즐"
"21","(-1)","발하임","https://trees.gamemeca.com/valheim","Coffee Stain Publishing","오픈 월드 생존 크래프트"
"22","(-4)","포르자 호라이즌 4","","Xbox Game Studios","레이싱"
"23","(+9)","뉴 월드","","Amazon Games","MMORPG"
"24","(-3)","더 포레스트","https://trees.gamemeca.com/the_forest","Endnight Games Ltd","서바이벌"
"25","(-2)","문명6","https://trees.gamemeca.com/sid_meiers_civilization_vi","2K","전략"
"26","(-2)","테라리아","https://trees.gamemeca.com/terraria","Re-Logic","롤플레잉"
"27","(-2)","바이오하자드 빌리지","","CAPCOM Co., Ltd.","서바이벌 호러"
"28","(-1)","아크: 서바이벌 이볼브드","https://trees.gamemeca.com/arksurvival","Studio Wildcard","어드벤처"
"29","(NEW)","배틀필드 5","https://trees.gamemeca.com/Battlefield_V","Electronic Arts","액션"
"30","(-1)","톰 클랜시의 레인보우 식스 시즈","https://trees.gamemeca.com/tom_clancys_rainbow_6_siege","Ubisoft","FPS"
"31","(-3)","디트로이트: 비컴 휴먼","https://trees.gamemeca.com/Detroit_Become_Human","Quantic Dream","액션"
"32","(+2)","파스모포비아","","Kinetic Games","공포"
"33","(-3)","호라이즌 제로 던 컴플리트 에디션","","PlayStation Mobile, Inc.","오픈월드 액션 RPG"
"34","(+2)","삼국지14","","KOEI TECMO GAMES CO., LTD.","시뮬레이션"
"35","(+2)","오버쿡드! 2","","Team17 Digital Ltd","캐주얼"
"36","(-5)","스나이퍼 고스트 워리어 컨트랙트 2","","CI Games","액션"
"37","(-2)","어쌔신 크리드 : 오디세이","","Ubisoft","롤플레잉"
"38","(NEW)","니어 오토마타","","Square Enix","액션"
"39","(-1)","용과 같이 7: 빛과 어둠의 행방","","SEGA","JRPG"
"40","(NEW)","사이버펑크 2077","","CD PROJEKT RED","오픈월드 액션 RPG"
