"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","카트라이더 러쉬플러스","https://trees.gamemeca.com/nexonkart","NEXON Company","자동차 경주"
"2","(+1)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"3","(+1)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"4","(-2)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"5","(+1)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"6","(-1)","AFK 아레나","https://trees.gamemeca.com/hgame_gp","Lilith Games","롤플레잉"
"7","(-)","A3: 스틸얼라이브","https://trees.gamemeca.com/a3","Netmarble","롤플레잉"
"8","(-)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"9","(+6)","카이로스 : 어둠을 밝히는 자","https://trees.gamemeca.com/hdqy","Longtu Korea Inc.","롤플레잉"
"10","(-1)","킹덤 : 전쟁의 불씨","https://trees.gamemeca.com/projectf","파우게임즈","롤플레잉"
"11","(NEW)","뮤 아크엔젤","https://trees.gamemeca.com/webzenmua","Webzen Inc.","롤플레잉"
"12","(-2)","V4","https://trees.gamemeca.com/v4kr","NEXON Company","롤플레잉"
"13","(-2)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"14","(-1)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
"15","(-3)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"16","(-2)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"17","(+2)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"18","(-2)","달빛조각사","https://trees.gamemeca.com/moonlight","Kakao Games Corp.","롤플레잉"
"19","(-2)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"20","(+3)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"21","(+7)","명일방주","https://trees.gamemeca.com/arknights","Yostar Limited.","전략"
"22","(-2)","에픽세븐","https://trees.gamemeca.com/epic7","Smilegate Megaport","롤플레잉"
"23","(-1)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"24","(-6)","케페우스M","https://trees.gamemeca.com/cepheusmgp","Ujoy Games","롤플레잉"
"25","(-)","리니지2 레볼루션","https://trees.gamemeca.com/lineageii","Netmarble","롤플레잉"
"26","(-)","라스트오리진","https://trees.gamemeca.com/lastorigin","smart joy","롤플레잉"
"27","(+6)","블레이드&소울 레볼루션","https://trees.gamemeca.com/bnsmkr","Netmarble","롤플레잉"
"28","(-4)","카운터사이드","https://trees.gamemeca.com/counterside","NEXON Company","롤플레잉"
"29","(-2)","제5인격","https://trees.gamemeca.com/id5","X.D. Global","어드벤처"
"30","(-1)","랜덤 다이스","https://trees.gamemeca.com/royaldice","royaldice","전략"
"31","(+4)","이사만루3","https://trees.gamemeca.com/kbo3","GONGGAMES Corp.","스포츠"
"32","(+7)","원피스 트레저 크루즈","https://trees.gamemeca.com/onepiecetresurecruisekr","BANDAI NAMCO Entertainment Inc.","롤플레잉"
"33","(-1)","마블 퓨처파이트","https://trees.gamemeca.com/mherosgb","Netmarble","액션"
"34","(-13)","라지엘","https://trees.gamemeca.com/lje","ZlongGames","롤플레잉"
"35","(-1)","프린세스 커넥트! Re:Dive","https://trees.gamemeca.com/princessconnect","Kakao Games Corp.","롤플레잉"
"36","(-6)","로드 오브 히어로즈","https://trees.gamemeca.com/lordofheroes","Clover Games Co.,Ltd","롤플레잉"
"37","(-1)","랑그릿사","https://trees.gamemeca.com/langrisser","ZlongGames","전략"
"38","(-1)","냥코 대전쟁","https://trees.gamemeca.com/battlecatskr","PONOS Corporation","캐주얼 게임"
"39","(-1)","세븐나이츠 for kakao","https://trees.gamemeca.com/sknights","Netmarble","롤플레잉"
"40","(-)","클래시 로얄","https://trees.gamemeca.com/clashroyale","Supercell","전략"
