"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","플레이어언노운스 배틀그라운드","https://trees.gamemeca.com/battleground","PUBG Corporation","서바이벌 슈팅"
"2","(-)","엘든 링","https://trees.gamemeca.com/eldenring","FromSoftware Inc., BANDAI NAMCO Entertainment","오픈월드 액션 RPG"
"3","(+1)","스타듀밸리","https://trees.gamemeca.com/stardew_valley","ConcernedApe","전원생활 시뮬레이션"
"4","(-1)","FIFA 22","","Electronic Arts","스포츠"
"5","(+1)","어몽 어스","https://trees.gamemeca.com/Among_Us","Innersloth","생존"
"6","(-1)","파피 플레이타임","https://trees.gamemeca.com/poppy_playtime","MOB Games","호러"
"7","(-)","이터널 리턴","","Nimble Neuron","전략 기반 서바이벌"
"8","(-)","GTA 5","https://trees.gamemeca.com/grand_theft_auto_v","Rockstar Games","오픈월드 범죄 액션"
"9","(NEW)","몬스터 헌터 라이즈: 선브레이크","","CAPCOM Co., Ltd.","헌팅 액션"
"10","(-)","잇 테이크 투","","Electronic Arts","액션"
"11","(+1)","구스 구스 덕","https://trees.gamemeca.com/goose_goose_duck","Gaggle Studios, Inc.","생존"
"12","(-1)","몬스터 헌터 라이즈","","CAPCOM Co., Ltd.","헌팅 액션"
"13","(-)","풋볼 매니저 2022","https://trees.gamemeca.com/football_manager_2022","SEGA","시뮬레이션"
"14","(-5)","아크: 서바이벌 이볼브드","https://trees.gamemeca.com/arksurvival","Studio Wildcard","어드벤처"
"15","(-)","DNF 듀얼","","NEOPLE Inc., NEXON Korea Corporation.","대전 액션"
"16","(-2)","레디오어낫","https://trees.gamemeca.com/ready_or_not","VOID Interactive","FPS"
"17","(-1)","레드 데드 리뎀션 2","https://trees.gamemeca.com/reddeadredemption2","Rockstar Games","오픈월드"
"18","(-1)","더 심즈 4","https://trees.gamemeca.com/The_Sims_4","Electronic Arts","시뮬레이션"
"19","(-)","뱀파이어 서바이버즈","","poncle","액션 로그라이크"
"20","(-)","갓 오브 워","","PlayStation PC LLC","액션 어드벤처"
"21","(-)","포르자 호라이즌 5","","Xbox Game Studios","오픈 월드 레이싱"
"22","(-4)","롱빈터","","Uuvana Studios","오픈월드 샌드박스"
"23","(-)","더 포레스트","https://trees.gamemeca.com/the_forest","Endnight Games Ltd","서바이벌"
"24","(+1)","어 댄스 오브 파이어 앤 아이스","","7th Beat Games","리듬"
"25","(-1)","데드 바이 데이라이트","https://trees.gamemeca.com/dead_by_daylight","Behaviour Digital Inc.","액션"
"26","(-4)","소울워커","","Lion Games Co., Ltd.","액션 RPG"
"27","(+2)","휴먼: 폴 플랫","https://trees.gamemeca.com/human_fall_flat","Curve Digital","퍼즐"
"28","(-)","하데스","","Supergiant Games","액션"
"29","(-2)","테라리아","https://trees.gamemeca.com/terraria","Re-Logic","어드벤처"
"30","(+1)","철권 7","https://trees.gamemeca.com/tekken_7","BANDAI NAMCO Entertainment","격투"
"31","(+2)","래프트","https://trees.gamemeca.com/raft","Square Enix","어드벤처"
"32","(NEW)","스트레이","","Annapurna Interactive","3인칭 고양이 어드벤처"
"33","(-7)","콜 오브 듀티: 모던 워페어 2","","Activision","FPS"
"34","(-2)","다잉 라이트 2: 스테이 휴먼","https://trees.gamemeca.com/dying_light_2_stay_human","Techland","액션"
"35","(-1)","크로우즈","","썸에이지","FPS/TPS"
"36","(-1)","그랜드 체이스","","KOG","RPG"
"37","(-7)","쿼리","https://trees.gamemeca.com/quarry","2K Games","공포 어드벤처"
"38","(-1)","문명6","https://trees.gamemeca.com/sid_meiers_civilization_vi","2K","턴제 전략"
"39","(-3)","삼국지14","","KOEI TECMO GAMES CO., LTD.","시뮬레이션"
"40","(-1)","V 라이징","","Stunlock Studios","오픈월드 서바이벌"
