"column-1","column-1 2","column-2 href","rankimg src","column-3","column-4","column-5"
"1","(-)","https://trees.gamemeca.com/bnsmkr","https://trees.gamemeca.com/data/monthlyrank/mobile/bnsmkr.png","블레이드&소울 레볼루션","Netmarble","롤플레잉"
"2","(-)","https://trees.gamemeca.com/lineagem19","https://trees.gamemeca.com/data/monthlyrank/mobile/lineagem19.png","리니지M","NCSOFT Corporation","롤플레잉"
"3","(-)","https://trees.gamemeca.com/brawlstars","https://trees.gamemeca.com/data/monthlyrank/mobile/brawlstars.png","브롤스타즈","Supercell","액션"
"4","(+2)","https://trees.gamemeca.com/oakwar","https://trees.gamemeca.com/data/monthlyrank/mobile/oakwar.png","오크: 전쟁의 서막","EFUN COMPANY","롤플레잉"
"5","(-1)","https://trees.gamemeca.com/lineageii","https://trees.gamemeca.com/data/monthlyrank/mobile/lineageii.png","리니지2 레볼루션","Netmarble Games","롤플레잉"
"6","(-1)","https://trees.gamemeca.com/battlem","https://trees.gamemeca.com/data/monthlyrank/mobile/battlem.png","배틀그라운드 모바일","PUBG CORPORATION","액션"
"7","(+5)","https://trees.gamemeca.com/pokemongo","https://trees.gamemeca.com/data/monthlyrank/mobile/pokemongo.png","포켓몬고","NIANTIC, INC.","어드벤처"
"8","(-1)","https://trees.gamemeca.com/burningm","https://trees.gamemeca.com/data/monthlyrank/mobile/burningm.png","버닝: 매지컬소드","EYOUGAME INC.","롤플레잉"
"9","(-1)","https://trees.gamemeca.com/epic7","https://trees.gamemeca.com/data/monthlyrank/mobile/epic7.png","에픽세븐","SMILEGATE MEGAPORT","롤플레잉"
"10","(-)","https://trees.gamemeca.com/id5","https://trees.gamemeca.com/data/monthlyrank/mobile/id5.png","제5인격","X.D. GLOBAL","어드벤처"
"11","(-)","https://trees.gamemeca.com/friendsracing","https://trees.gamemeca.com/data/monthlyrank/mobile/friendsracing.png","프렌즈레이싱","KAKAO GAMES CORP.","자동차 경주"
"12","(+1)","https://trees.gamemeca.com/maplem","https://trees.gamemeca.com/data/monthlyrank/mobile/maplem.png","메이플스토리M","NEXON COMPANY","롤플레잉"
"13","(+1)","https://trees.gamemeca.com/modoomarblekakao","https://trees.gamemeca.com/data/monthlyrank/mobile/modoomarblekakao.png","모두의마블 for kakao","Netmarble","보드"
"14","(+1)","https://trees.gamemeca.com/sknights","https://trees.gamemeca.com/data/monthlyrank/mobile/sknights.png","세븐나이츠 for kakao","Netmarble","롤플레잉"
"15","(+3)","https://trees.gamemeca.com/battlecatskr","https://trees.gamemeca.com/data/monthlyrank/mobile/battlecatskr.png","냥코 대전쟁","PONOS Corporation","캐주얼 게임"
"16","(new)","https://trees.gamemeca.com/ultimatechool","https://trees.gamemeca.com/data/monthlyrank/mobile/ultimatechool.png","얼티밋 스쿨","X.D. GLOBAL","어드벤처"
"17","(-1)","https://trees.gamemeca.com/clashroyale","https://trees.gamemeca.com/data/monthlyrank/mobile/clashroyale.png","클래시 로얄","SUPERCELL","전략"
"18","(-9)","https://trees.gamemeca.com/darkeden","https://trees.gamemeca.com/data/monthlyrank/mobile/darkeden.png","다크에덴M","ENTERMATE","롤플레잉"
"19","(-)","https://trees.gamemeca.com/snqx","https://trees.gamemeca.com/data/monthlyrank/mobile/snqx.png","소녀전선","LONGCHENG LTD.","롤플레잉"
"20","(+2)","https://trees.gamemeca.com/rom_aos","https://trees.gamemeca.com/data/monthlyrank/mobile/rom_aos.png","라그나로크M: 영원한 사랑","LONGCHENG LTD.","롤플레잉"
"21","(+2)","https://trees.gamemeca.com/aooni","https://trees.gamemeca.com/data/monthlyrank/mobile/aooni.png","좀비고등학교","AWESOMEPIECE","아케이드"
"22","(+2)","https://trees.gamemeca.com/clashofclans","https://trees.gamemeca.com/data/monthlyrank/mobile/clashofclans.png","클래시 오브 클랜","SUPERCELL","전략"
"23","(-6)","https://trees.gamemeca.com/kingsraid","https://trees.gamemeca.com/data/monthlyrank/mobile/kingsraid.png","킹스레이드","VESPA INC.","롤플레잉"
"24","(-4)","https://trees.gamemeca.com/blackdesertm","https://trees.gamemeca.com/data/monthlyrank/mobile/blackdesertm.png","검은사막 모바일","PEARL ABYSS","롤플레잉"
"25","(-)","https://trees.gamemeca.com/mherosgb","https://trees.gamemeca.com/data/monthlyrank/mobile/mherosgb.png","마블 퓨처파이트","NETMARBLE GAMES","롤플레잉"
"26","(+4)","https://trees.gamemeca.com/smon","https://trees.gamemeca.com/data/monthlyrank/mobile/smon.png","서머너즈 워: 천공의 아레나","COM2US","롤플레잉"
"27","(-1)","https://trees.gamemeca.com/onepiecetresurecruisekr","https://trees.gamemeca.com/data/monthlyrank/mobile/onepiecetresurecruisekr.png","원피스 트레저 크루즈","BANDAI NAMCO ENTERTAINMENT INC.","롤플레잉"
"28","(+3)","https://trees.gamemeca.com/bh3korea","https://trees.gamemeca.com/data/monthlyrank/mobile/bh3korea.png","붕괴3rd","MIHOYO LIMITED","액션"
"29","(-1)","https://trees.gamemeca.com/fortressm","https://trees.gamemeca.com/data/monthlyrank/mobile/fortressm.png","포트리스M","APROGEN HEALTHCARE & GAMES INC.","액션"
"30","(new)","https://trees.gamemeca.com/nikki","https://trees.gamemeca.com/data/monthlyrank/mobile/nikki.png","아이러브니키 for kakao","KAKAO GAMES CORP.","시뮬레이션"
"31","(new)","https://trees.gamemeca.com/fgok","https://trees.gamemeca.com/data/monthlyrank/mobile/fgok.png","페이트 그랜드 오더","NETMARBLE GAMES","롤플레잉"
"32","(-11)","https://trees.gamemeca.com/lookism","https://trees.gamemeca.com/data/monthlyrank/mobile/lookism.png","외모지상주의","KAKAO GAMES CORP.","롤플레잉"
