"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"2","(-)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"3","(-)","AFK 아레나","https://trees.gamemeca.com/hgame_gp","Lilith Games","롤플레잉"
"4","(-)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"5","(-)","A3: 스틸얼라이브","https://trees.gamemeca.com/a3","Netmarble","롤플레잉"
"6","(-)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"7","(-)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"8","(-)","V4","https://trees.gamemeca.com/v4kr","NEXON Company","롤플레잉"
"9","(-)","라지엘","https://trees.gamemeca.com/lje","ZlongGames","롤플레잉"
"10","(-)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"11","(-)","달빛조각사","https://trees.gamemeca.com/moonlight","Kakao Games Corp.","롤플레잉"
"12","(+1)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"13","(+1)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
"14","(+3)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"15","(+3)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"16","(+6)","케페우스M","https://trees.gamemeca.com/cepheusmgp","Ujoy Games","롤플레잉"
"17","(-1)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"18","(+1)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"19","(-7)","블레스 모바일","https://trees.gamemeca.com/blessmobile","JOYCITY Corp.","롤플레잉"
"20","(+1)","에픽세븐","https://trees.gamemeca.com/epic7","Smilegate Megaport","롤플레잉"
"21","(-6)","카운터사이드","https://trees.gamemeca.com/counterside","NEXON Company","롤플레잉"
"22","(-2)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"23","(-)","로드 오브 히어로즈","https://trees.gamemeca.com/lordofheroes","Clover Games Co.,Ltd","롤플레잉"
"24","(-)","리니지2 레볼루션","https://trees.gamemeca.com/lineageii","Netmarble","롤플레잉"
"25","(-)","랜덤 다이스","https://trees.gamemeca.com/royaldice","royaldice","전략"
"26","(+2)","제5인격","https://trees.gamemeca.com/id5","X.D. Global","어드벤처"
"27","(-)","명일방주","https://trees.gamemeca.com/arknights","Yostar Limited.","전략"
"28","(-2)","영주 : 백의 연대기","https://trees.gamemeca.com/mxylzko","OASIS GAMES LIMITED","롤플레잉"
"29","(+5)","라스트오리진","https://trees.gamemeca.com/lastorigin","smart joy","롤플레잉"
"30","(-)","블레이드&소울 레볼루션","https://trees.gamemeca.com/bnsmkr","Netmarble","롤플레잉"
"31","(+2)","마블 퓨처파이트","https://trees.gamemeca.com/mherosgb","Netmarble","액션"
"32","(-1)","세븐나이츠 for kakao","https://trees.gamemeca.com/sknights","Netmarble","롤플레잉"
"33","(-1)","프린세스 커넥트! Re:Dive","https://trees.gamemeca.com/princessconnect","Kakao Games Corp.","롤플레잉"
"34","(-5)","에오스 레드","https://trees.gamemeca.com/eosm","BluePotion Games","롤플레잉"
"35","(+1)","클래시 로얄","https://trees.gamemeca.com/clashroyale","Supercell","전략"
"36","(+1)","이사만루3","https://trees.gamemeca.com/kbo3","GONGGAMES Corp.","스포츠"
"37","(NEW)","냥코 대전쟁","https://trees.gamemeca.com/battlecatskr","PONOS Corporation","캐주얼 게임"
"38","(-)","킹오파 익스트림 매치","https://trees.gamemeca.com/kofexm","ChangYou","롤플레잉"
"39","(NEW)","랑그릿사","https://trees.gamemeca.com/langrisser","ZlongGames","전략"
"40","(-)","모두의마블 for kakao","https://trees.gamemeca.com/modoomarblekakao","Netmarble","보드"
